Unnamed: 0,Neighborhood,ExterCond_score,Exter_Cond,OverallCond_score,Overall_Cond,Paved_Drive,Fence,cluster,Sale_Price,Longitude,Latitude,Bedroom_AbvGr,TotRms_AbvGrd,Gr_Liv_Area,Garage_Cars,Year_Remod_Add,norm_Bedroom_AbvGr,norm_TotRms_AbvGrd,norm_Gr_Liv_Area,norm_Garage_Cars,norm_Year_Remod_Add,total
63,Northridge,0.6,Typical,0.4,Average,Paved,No_Fence,-1,325000,-93.653616,42.051674,3,9,2622,2,1995,0.375,0.5384615384615384,0.4310474755086662,0.4,0.75,3.4945090139702044
64,Northridge,0.6,Typical,0.6,Good,Paved,No_Fence,-1,290000,-93.650356,42.052457,4,9,2270,3,2007,0.5,0.5384615384615384,0.36473247927656366,0.6000000000000001,0.9500000000000028,4.153194017738105
65,Northridge,0.6,Typical,0.4,Average,Paved,No_Fence,-1,221000,-93.650578,42.052437,4,7,1839,2,1998,0.5,0.3846153846153847,0.28353428786737,0.4,0.7999999999999972,3.368149672482752
66,Northridge,0.6,Typical,0.4,Average,Paved,No_Fence,-1,410000,-93.652972,42.050909,4,9,3238,3,1996,0.5,0.5384615384615384,0.5470987189148455,0.6000000000000001,0.7666666666666657,3.9522269240430496
67,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,221500,-93.642368,42.05306,2,6,1595,3,2006,0.25,0.3076923076923077,0.2375659382064808,0.6000000000000001,0.93333333333333,3.3285915792321186
68,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,204500,-93.649976,42.051827,2,4,1218,2,2010,0.25,0.15384615384615385,0.16654107008289373,0.4,1.0,2.9703872239290474
69,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,215200,-93.650318,42.051653,3,7,1547,2,2009,0.375,0.3846153846153847,0.22852298417483047,0.4,0.9833333333333343,3.3714717021235496
70,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,262500,-93.647105,42.050084,3,7,1566,2,2008,0.375,0.3846153846153847,0.23210248681235868,0.4,0.9666666666666686,3.3583845380944117
71,Somerset,0.6,Typical,0.4,Average,Paved,Good_Wood,-1,254900,-93.642773,42.052347,3,8,1947,2,2005,0.375,0.46153846153846156,0.3038809344385833,0.4,0.9166666666666643,3.457086062643709
72,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,271500,-93.642224,42.051429,2,6,1468,2,2005,0.25,0.3076923076923077,0.21363978899773928,0.4,0.9166666666666643,3.0879987633567114
73,Sawyer_West,0.6,Typical,0.4,Average,Paved,No_Fence,-1,233000,-93.692309,42.036255,4,8,2084,2,2004,0.5,0.46153846153846156,0.3296910324039186,0.4,0.8999999999999986,3.591229493942379
74,Sawyer_West,0.6,Typical,0.4,Average,Paved,No_Fence,-1,181000,-93.692412,42.036113,3,8,1659,2,2004,0.375,0.46153846153846156,0.24962321024868123,0.4,0.8999999999999986,3.3861616717871414
75,Sawyer_West,0.6,Typical,0.4,Average,Paved,No_Fence,-1,205000,-93.68981,42.036026,3,8,2110,2,2002,0.375,0.46153846153846156,0.33458929917106256,0.4,0.8666666666666671,3.437794427376191
76,Sawyer_West,0.6,Typical,0.4,Average,Paved,No_Fence,-1,143000,-93.686417,42.03548,2,5,923,1,1980,0.25,0.23076923076923078,0.11096458176337604,0.2,0.5,2.2917338125326068
77,Sawyer_West,0.6,Typical,0.4,Average,Paved,Good_Privacy,-1,189000,-93.687694,42.036659,3,8,1845,2,1992,0.375,0.46153846153846156,0.2846646571213263,0.4,0.7000000000000028,3.221203118659791
78,Sawyer_West,0.6,Typical,0.4,Average,Paved,No_Fence,-1,99500,-93.686263,42.034589,2,5,918,1,1979,0.25,0.23076923076923078,0.11002260738507913,0.2,0.4833333333333343,2.2741251714876443
79,Sawyer_West,0.6,Typical,0.4,Average,Paved,Minimum_Privacy,-1,125000,-93.686264,42.0347,2,4,752,1,1984,0.25,0.15384615384615385,0.07874905802562171,0.2,0.5666666666666629,2.2492618785384386
80,Sawyer_West,0.6,Typical,0.6,Good,Paved,No_Fence,-1,194500,-93.68628,42.036633,3,7,1744,2,2003,0.375,0.3846153846153847,0.26563677467972874,0.4,0.8833333333333329,3.508585492628446
81,Sawyer_West,0.6,Typical,0.4,Average,Paved,Good_Privacy,-1,152000,-93.685028,42.034555,3,6,1097,2,1985,0.375,0.3076923076923077,0.14374529012810852,0.4,0.5833333333333357,2.8097709311537518
82,Sawyer_West,0.6,Typical,0.5,Above_Average,Paved,Minimum_Privacy,-1,171000,-93.685029,42.034678,3,7,1564,2,1981,0.375,0.3846153846153847,0.23172569706103996,0.4,0.5166666666666657,3.0080077483430903
83,Sawyer_West,0.4,Fair,0.4,Average,Paved,No_Fence,-1,67500,-93.6790694,42.0360754,2,5,1012,1,1950,0.25,0.23076923076923078,0.12773172569706104,0.2,0.0,1.6085009564662918
84,Sawyer,0.6,Typical,0.4,Average,Paved,No_Fence,-1,112000,-93.677205,42.036535,4,8,1902,2,1978,0.5,0.46153846153846156,0.29540316503391106,0.4,0.46666666666666856,3.123608293239041
85,Sawyer,0.6,Typical,0.6,Good,Paved,Minimum_Privacy,-1,148000,-93.673669,42.034793,3,6,1155,2,1995,0.375,0.3076923076923077,0.15467219291635267,0.4,0.75,3.1873645006086604
86,Sawyer,0.8,Good,0.8,Very_Good,Paved,Minimum_Privacy,-1,138500,-93.670956,42.035685,3,5,894,1,2009,0.375,0.23076923076923078,0.10550113036925396,0.2,0.9833333333333343,3.4946036944718193
87,Sawyer,0.8,Good,0.4,Average,Paved,Minimum_Privacy,-1,122000,-93.672096,42.034856,3,5,900,1,1967,0.375,0.23076923076923078,0.10663149962321025,0.2,0.28333333333333144,2.3957340637257727
88,Sawyer,0.6,Typical,0.4,Average,Paved,Minimum_Privacy,-1,133000,-93.672067,42.03457,3,5,1040,1,1963,0.375,0.23076923076923078,0.13300678221552373,0.2,0.21666666666666856,2.155442679651423
89,Sawyer,0.8,Good,0.8,Very_Good,Paved,No_Fence,-1,127000,-93.669688,42.035333,3,6,1040,1,2010,0.375,0.3076923076923077,0.13300678221552373,0.2,1.0,3.6156990899078316
90,Sawyer,0.8,Good,0.5,Above_Average,Paved,Good_Privacy,-1,169000,-93.660672,42.034603,3,7,1494,2,2002,0.375,0.3846153846153847,0.21853805576488322,0.4,0.8666666666666671,3.544820107046935
91,Northridge,0.6,Typical,0.4,Average,Paved,No_Fence,-1,190000,-93.646749,42.048253,3,8,1923,2,1992,0.375,0.46153846153846156,0.2993594574227581,0.4,0.7000000000000028,3.2358979189612227
92,Northridge,0.6,Typical,0.4,Average,Paved,No_Fence,-1,362500,-93.651773,42.046825,4,9,2349,3,1993,0.5,0.5384615384615384,0.37961567445365485,0.6000000000000001,0.7166666666666686,3.734743879581862
93,Northridge,0.6,Typical,0.4,Average,Paved,No_Fence,-1,285000,-93.652773,42.045773,4,7,2225,3,1993,0.5,0.3846153846153847,0.3562547098718915,0.6000000000000001,0.7166666666666686,3.557536761153945
94,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,260000,-93.647988,42.047452,2,6,1488,2,2005,0.25,0.3076923076923077,0.2174076865109269,0.4,0.9166666666666643,3.091766660869899
95,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,190000,-93.64614,42.048086,2,3,1680,2,2004,0.25,0.07692307692307693,0.25357950263752826,0.4,0.8999999999999986,2.880502579560604
96,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,155000,-93.645599,42.048566,2,4,1200,2,2004,0.25,0.15384615384615385,0.16314996232102486,0.4,0.8999999999999986,2.8669961161671775
97,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,151000,-93.644889,42.047899,2,4,1200,2,2005,0.25,0.15384615384615385,0.16314996232102486,0.4,0.9166666666666643,2.8836627828338433
98,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,149500,-93.644889,42.047876,2,4,1200,2,2005,0.25,0.15384615384615385,0.16314996232102486,0.4,0.9166666666666643,2.8836627828338433
99,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,152000,-93.64489,42.047782,2,4,1236,2,2005,0.25,0.15384615384615385,0.1699321778447626,0.4,0.9166666666666643,2.8904449983575806
100,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,222000,-93.6468879,42.0471748,2,7,1478,2,2009,0.25,0.3846153846153847,0.2155237377543331,0.4,0.9833333333333343,3.233472455703052
101,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,177500,-93.645606,42.046145,3,5,1573,2,2000,0.375,0.23076923076923078,0.23342125094197436,0.4,0.8333333333333357,3.0725238150445406
102,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,177000,-93.645585,42.046145,2,5,1512,2,2000,0.25,0.23076923076923078,0.22192916352675207,0.4,0.8333333333333357,2.9360317276293184
103,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,155000,-93.645482,42.046424,3,6,1416,2,1999,0.375,0.3076923076923077,0.2038432554634514,0.4,0.8166666666666629,3.103202229822422
104,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,147110,-93.645478,42.046114,2,4,1080,2,2003,0.25,0.15384615384615385,0.14054257724189903,0.4,0.8833333333333329,2.8277220644213856
105,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,267916,-93.641253,42.0470316,1,6,1418,3,2010,0.125,0.3076923076923077,0.20422004521477016,0.6000000000000001,1.0,3.236912352907078
106,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,254000,-93.643556,42.04638,3,7,1848,2,2000,0.375,0.3846153846153847,0.28522984174830446,0.4,0.8333333333333357,3.2781785596970248
107,Greens,0.6,Typical,0.4,Average,Paved,No_Fence,-1,155000,-93.649361,42.042565,1,3,788,2,1980,0.125,0.07692307692307693,0.08553127354935947,0.4,0.5,2.1874543504724366
108,Greens,0.6,Typical,0.5,Above_Average,Paved,No_Fence,-1,206000,-93.648143,42.043704,1,4,1226,2,1978,0.125,0.15384615384615385,0.1680482290881688,0.4,0.46666666666666856,2.4135610496009914
109,Sawyer,0.6,Typical,0.8,Very_Good,Paved,No_Fence,-1,130500,-93.65921,42.034561,3,6,1479,2,2005,0.375,0.3076923076923077,0.21571213262999245,0.4,0.9166666666666643,3.6150711069889647
110,Somerset,0.6,Typical,0.4,Average,Paved,No_Fence,-1,230000,-93.639516,42.048606,3,6,1492,2,2002,0.375,0.3076923076923077,0.21816126601356445,0.4,0.8666666666666671,3.1675202403725393
111,Northwest_Ames,0.6,Typical,0.5,Above_Average,Paved,No_Fence,0,218500,-93.633351,42.046322,4,8,1829,2,1967,0.5,0.46153846153846156,0.2816503391107762,0.4,0.28333333333333144,3.026522133982569
112,Northwest_Ames,0.6,Typical,0.4,Average,Paved,No_Fence,0,243500,-93.636879,42.043038,4,9,2495,2,1993,0.5,0.5384615384615384,0.40712132629992465,0.4,0.7166666666666686,3.5622495314281317
113,Northwest_Ames,0.6,Typical,0.6,Good,Paved,No_Fence,0,205000,-93.637463,42.043306,3,6,1610,2,2001,0.375,0.3076923076923077,0.24039186134137153,0.4,0.8500000000000014,3.373084169033681
114,Northwest_Ames,0.6,Typical,0.4,Average,Paved,No_Fence,0,212500,-93.637531,42.043306,3,7,1891,2,1978,0.375,0.3846153846153847,0.2933308214016579,0.4,0.46666666666666856,2.919612872683711
115,Northwest_Ames,0.6,Typical,0.4,Average,Paved,Minimum_Privacy,0,196500,-93.637788,42.043329,3,7,1714,2,1988,0.375,0.3846153846153847,0.25998492840994725,0.4,0.6333333333333329,3.0529336463586647
116,Northwest_Ames,0.6,Typical,0.6,Good,Paved,No_Fence,0,197500,-93.631435,42.043822,3,5,1381,2,2006,0.375,0.23076923076923078,0.19724943481537305,0.4,0.93333333333333,3.3363519989179338
117,Northwest_Ames,0.6,Typical,0.5,Above_Average,Paved,Good_Wood,0,171000,-93.632554,42.043821,4,7,1645,2,1971,0.5,0.3846153846153847,0.24698568198944987,0.4,0.3500000000000014,2.981601066604836
118,North_Ames,0.6,Typical,0.4,Average,Paved,No_Fence,0,142250,-93.626137,42.046574,3,6,1232,2,1966,0.375,0.3076923076923077,0.1691785983421251,0.4,0.2666666666666657,2.5185375727010983
119,Northwest_Ames,0.6,Typical,0.4,Average,Paved,No_Fence,0,143000,-93.625926,42.042205,3,6,1328,2,1963,0.375,0.3076923076923077,0.18726450640542575,0.4,0.21666666666666856,2.486623480764402
120,North_Ames,0.6,Typical,0.4,Average,Paved,No_Fence,0,128950,-93.623383,42.043363,3,6,1225,0,1959,0.375,0.3076923076923077,0.1678598342125094,0.0,0.14999999999999858,2.000552141904816
121,North_Ames,0.6,Typical,0.4,Average,Paved,No_Fence,0,159000,-93.626939,42.039085,3,6,1209,2,1966,0.375,0.3076923076923077,0.1648455162019593,0.4,0.2666666666666657,2.5142044905609326
122,North_Ames,0.6,Typical,0.5,Above_Average,Paved,Good_Privacy,0,178900,-93.627536,42.038971,3,6,1510,2,1967,0.375,0.3076923076923077,0.2215523737754333,0.4,0.28333333333333144,2.6875780148010726
123,North_Ames,0.6,Typical,0.4,Average,Paved,No_Fence,0,136300,-93.626785,42.040326,3,8,1775,2,1964,0.375,0.46153846153846156,0.27147701582516953,0.4,0.23333333333333428,2.7413488106969655
124,North_Ames,0.6,Typical,0.6,Good,Paved,No_Fence,0,180500,-93.627809,42.041146,3,6,1152,2,1964,0.375,0.3076923076923077,0.15410700828937451,0.4,0.23333333333333428,2.6701326493150166
125,North_Ames,0.8,Good,0.6,Good,Paved,Minimum_Privacy,0,137500,-93.625728,42.040391,3,6,1054,2,1963,0.375,0.3076923076923077,0.1356443104747551,0.4,0.21666666666666856,2.835003284833731
126,North_Ames,0.6,Typical,0.5,Above_Average,Paved,No_Fence,0,84900,-93.622904,42.0418387,6,10,1728,0,2001,0.75,0.6153846153846154,0.2626224566691786,0.0,0.8500000000000014,3.5780070720537953
